Rewards,Mean Reward
320.0,320.0
280.0,300.0
430.0,343.3333333333333
680.0,427.5
260.0,394.0
320.0,381.6666666666667
150.0,348.57142857142856
620.0,382.5
870.0,436.6666666666667
430.0,436.0
320.0,425.45454545454544
290.0,414.1666666666667
280.0,403.84615384615387
280.0,395.0
910.0,429.3333333333333
450.0,430.625
530.0,436.47058823529414
500.0,440.0
450.0,440.5263157894737
1260.0,481.5
200.0,468.0952380952381
380.0,464.09090909090907
630.0,471.30434782608694
1150.0,499.5833333333333
410.0,496.0
1110.0,519.6153846153846
300.0,511.48148148148147
350.0,505.7142857142857
540.0,506.8965517241379
630.0,511.0
470.0,509.6774193548387
570.0,511.5625
700.0,517.2727272727273
600.0,519.7058823529412
290.0,513.1428571428571
490.0,512.5
240.0,505.13513513513516
320.0,500.2631578947368
380.0,497.1794871794872
280.0,491.75
370.0,488.780487804878
360.0,485.7142857142857
590.0,488.13953488372096
210.0,481.8181818181818
510.0,482.44444444444446
450.0,481.7391304347826
550.0,483.1914893617021
640.0,486.4583333333333
390.0,484.48979591836735
840.0,491.6
560.0,492.94117647058823
810.0,499.03846153846155
440.0,497.92452830188677
520.0,498.3333333333333
560.0,499.45454545454544
450.0,498.57142857142856
980.0,507.0175438596491
420.0,505.51724137931035
810.0,510.6779661016949
250.0,506.3333333333333
1920.0,529.5081967213115
210.0,524.3548387096774
300.0,520.7936507936508
1120.0,530.15625
610.0,531.3846153846154
570.0,531.969696969697
920.0,537.7611940298508
330.0,534.7058823529412
460.0,533.6231884057971
710.0,536.1428571428571
570.0,536.6197183098592
480.0,535.8333333333334
260.0,532.054794520548
390.0,530.1351351351351
720.0,532.6666666666666
310.0,529.7368421052631
670.0,531.5584415584416
310.0,528.7179487179487
530.0,528.7341772151899
240.0,525.125
980.0,530.7407407407408
670.0,532.439024390244
410.0,530.9638554216867
700.0,532.9761904761905
700.0,534.9411764705883
940.0,539.6511627906976
890.0,543.6781609195402
1050.0,549.4318181818181
340.0,547.0786516853933
1880.0,561.8888888888889
420.0,560.3296703296703
570.0,560.4347826086956
360.0,558.2795698924731
240.0,554.8936170212766
200.0,551.1578947368421
900.0,554.7916666666666
440.0,553.6082474226804
240.0,550.4081632653061
590.0,550.8080808080808
230.0,547.6
600.0,548.1188118811881
610.0,548.7254901960785
370.0,546.9902912621359
920.0,550.5769230769231
500.0,550.0952380952381
