Rewards,Mean Reward,Epsilon
125.0,125.0,0.9964968356108187
35.0,80.0,0.9940974407166575
85.0,81.66666666666667,0.9917936424972283
105.0,87.5,0.9895313609591165
35.0,77.0,0.9879316446859594
90.0,79.16666666666667,0.9854489135265128
210.0,97.85714285714286,0.9818260050185849
180.0,108.125,0.9776209348389161
80.0,105.0,0.9758324130443345
135.0,108.0,0.9733311109100505
80.0,105.45454545454545,0.9716733571640875
210.0,114.16666666666667,0.9684193875244546
275.0,126.53846153846153,0.9643301063108872
215.0,132.85714285714286,0.9605009875729393
75.0,129.0,0.9583180885199006
415.0,146.875,0.9538151883836761
315.0,156.76470588235293,0.9498456657768599
85.0,152.77777777777777,0.9473846834951536
120.0,151.05263157894737,0.945421029748555
40.0,145.5,0.943377584422677
305.0,153.0952380952381,0.9387181910416547
70.0,149.3181818181818,0.9369252532405175
30.0,144.1304347826087,0.9358045244571584
15.0,138.75,0.9340678578057312
135.0,138.6,0.9315361416762772
95.0,136.92307692307693,0.9289126347925636
135.0,136.85185185185185,0.9259999915775529
175.0,138.21428571428572,0.9225709689248143
210.0,140.68965517241378,0.9200413479565664
135.0,140.5,0.9169637819381466
320.0,146.29032258064515,0.9141419717993121
130.0,145.78125,0.9115895753673939
220.0,148.03030303030303,0.9074933044214647
135.0,147.64705882352942,0.9057671164299246
235.0,150.14285714285714,0.9018445517440373
35.0,146.94444444444446,0.899842444042069
175.0,147.7027027027027,0.896553872282234
50.0,145.1315789473684,0.895264499682928
50.0,142.69230769230768,0.8936438137652647
95.0,141.5,0.8910765689910248
300.0,145.3658536585366,0.8870995735303714
110.0,144.52380952380952,0.8846790363846172
155.0,144.7674418604651,0.8827354434258085
135.0,144.54545454545453,0.8799382604832952
125.0,144.11111111111111,0.8780842146131017
55.0,142.17391304347825,0.8761724798430085
35.0,139.89361702127658,0.8747456355793802
20.0,137.39583333333334,0.873352347770553
205.0,138.77551020408163,0.8702959281783023
185.0,139.7,0.8675124979665779
135.0,139.6078431372549,0.8650603834487841
170.0,140.19230769230768,0.8625550963080558
10.0,137.73584905660377,0.8612750792616373
20.0,135.55555555555554,0.8598452265952711
105.0,135.0,0.8583422215126759
35.0,133.21428571428572,0.856827052743476
125.0,133.0701754385965,0.8543034671213108
230.0,134.74137931034483,0.8508416394804805
105.0,134.23728813559322,0.8489369217317806
150.0,134.5,0.8463052981420411
50.0,133.11475409836066,0.8447099124755326
180.0,133.8709677419355,0.8419447380144198
185.0,134.68253968253967,0.839707444918608
340.0,137.890625,0.8352971941903585
125.0,137.69230769230768,0.8331825847702731
255.0,139.46969696969697,0.8293507561847018
20.0,137.6865671641791,0.8276024132206199
80.0,136.83823529411765,0.8260615300178992
110.0,136.44927536231884,0.8237418465947818
125.0,136.28571428571428,0.8215594433057309
115.0,135.98591549295776,0.8192685287606987
135.0,135.97222222222223,0.8165691570915156
605.0,142.3972602739726,0.8127386214159243
140.0,142.36486486486487,0.810745744605507
75.0,141.46666666666667,0.8097372018829689
250.0,142.89473684210526,0.8060279057882306
95.0,142.27272727272728,0.8033219573760239
185.0,142.82051282051282,0.801173081643092
30.0,141.39240506329114,0.7992684822903914
150.0,141.5,0.7970622815194247
145.0,141.54320987654322,0.7940713488227166
110.0,141.15853658536585,0.7920199352201384
40.0,139.93975903614458,0.7908997705034821
275.0,141.54761904761904,0.7871789669538954
100.0,141.05882352941177,0.7850794132704337
165.0,141.3372093023256,0.7828906630161085
160.0,141.55172413793105,0.7797701751514198
85.0,140.9090909090909,0.7778288099260581
165.0,141.17977528089887,0.7751769220871421
80.0,140.5,0.7736257996409411
155.0,140.65934065934067,0.7716079505290728
375.0,143.20652173913044,0.7681380162340417
95.0,142.68817204301075,0.7665230770992524
105.0,142.2872340425532,0.7638490327595706
150.0,142.3684210526316,0.7615428532053876
50.0,141.40625,0.7604456030386701
120.0,141.18556701030928,0.7589546813518948
105.0,140.81632653061226,0.7575197248174608
130.0,140.7070707070707,0.7555107896978241
20.0,139.5,0.7534034396094599
35.0,138.46534653465346,0.7517719711956765
180.0,138.87254901960785,0.7491830740730213
75.0,138.25242718446603,0.7473679038897845
60.0,137.5,0.7456740199385273
180.0,137.9047619047619,0.7437656506194654
90.0,137.45283018867926,0.7424794059916026
330.0,139.25233644859813,0.7403242977967635
80.0,138.7037037037037,0.7387893621416065
100.0,138.348623853211,0.7372198715756283
65.0,137.6818181818182,0.7350443019594107
160.0,137.88288288288288,0.7329900880446302
140.0,137.90178571428572,0.730879427915117
130.0,137.83185840707964,0.7286752095496927
115.0,137.6315789473684,0.7268170823144142
75.0,137.08695652173913,0.7254145834352062
45.0,136.29310344827587,0.7241025908843278
420.0,138.71794871794873,0.7217479361918406
90.0,138.3050847457627,0.7201458940394949
55.0,137.60504201680672,0.7188449541270154
40.0,136.79166666666666,0.7176702650222092
150.0,136.900826446281,0.7159432072893174
35.0,136.0655737704918,0.7146019136387027
80.0,135.609756097561,0.7132022175355124
300.0,136.93548387096774,0.710473425375157
35.0,136.12,0.7091074953151247
230.0,136.86507936507937,0.7064575676756422
55.0,136.2204724409449,0.7054516832283765
120.0,136.09375,0.7037708649688851
180.0,136.43410852713177,0.7016974614920243
145.0,136.5,0.6993673985866126
175.0,136.793893129771,0.6969508390334622
45.0,136.09848484848484,0.6960322422424252
105.0,135.86466165413535,0.69504364947931
40.0,135.1492537313433,0.6934154615158951
105.0,134.92592592592592,0.6916852157564746
130.0,134.88970588235293,0.6897122837663744
255.0,135.76642335766422,0.6867241416718577
465.0,138.15217391304347,0.6841832765625144
180.0,138.45323741007195,0.6824217043801444
75.0,138.0,0.6815138348436658
515.0,140.67375886524823,0.6783011555371623
90.0,140.31690140845072,0.6769956706791957
