Rewards,Mean Reward,Epsilon
500.0,500.0,0.9966345918208087
340.0,420.0,0.9939817552243894
240.0,360.0,0.991277846119928
390.0,367.5,0.9878649583080544
160.0,326.0,0.9859891204399941
450.0,346.6666666666667,0.9827680988781013
660.0,391.42857142857144,0.979557817581997
300.0,380.0,0.977238495175467
340.0,375.55555555555554,0.9743710829588244
320.0,370.0,0.9718358292604427
210.0,355.45454545454544,0.9693452834274965
700.0,384.1666666666667,0.9654042101643769
540.0,396.15384615384613,0.9615924820306001
180.0,380.7142857142857,0.9596923849610348
310.0,376.0,0.9572148688249785
260.0,368.75,0.9545943376479965
420.0,371.7647058823529,0.9515338900982854
380.0,372.22222222222223,0.9487992024220757
360.0,371.57894736842104,0.9457021879791929
320.0,369.0,0.9424125472248283
560.0,378.0952380952381,0.938436319855761
450.0,381.3636363636364,0.9355569527835009
390.0,381.7391304347826,0.932102680190182
300.0,378.3333333333333,0.9296069395725256
360.0,377.6,0.9259576596425871
320.0,375.38461538461536,0.9236052292122782
320.0,373.3333333333333,0.9207363285530534
290.0,370.35714285714283,0.9180561297735829
840.0,386.55172413793105,0.9147036728504107
190.0,380.0,0.912826766578773
230.0,375.16129032258067,0.9111320062544218
250.0,371.25,0.9089425156965821
360.0,370.90909090909093,0.9064037722353314
400.0,371.7647058823529,0.9035011307966732
390.0,372.2857142857143,0.900343851650172
1130.0,393.3333333333333,0.8972680339901979
350.0,392.1621621621622,0.8941854789901925
400.0,392.36842105263156,0.8913054216178409
200.0,387.43589743589746,0.8892167959592885
320.0,385.75,0.8869077516724276
520.0,389.0243902439024,0.8824805273495463
810.0,399.04761904761904,0.8786080845076129
760.0,407.4418604651163,0.8747188390713838
560.0,410.90909090909093,0.871613317974469
520.0,413.3333333333333,0.8680440427637517
460.0,414.3478260869565,0.8657404972096003
210.0,410.0,0.8641688819400878
290.0,407.5,0.8618927001869965
260.0,404.48979591836735,0.8598913780785512
700.0,410.4,0.8565887165645363
690.0,415.88235294117646,0.8532490454933142
330.0,414.2307692307692,0.8509524488889458
360.0,413.20754716981133,0.8484633270918158
450.0,413.8888888888889,0.8445786855131692
340.0,412.54545454545456,0.8420593313132765
350.0,411.42857142857144,0.8393510067133367
310.0,409.64912280701753,0.8370763741189189
300.0,407.7586206896552,0.8345962336651257
740.0,413.3898305084746,0.8310361045360417
580.0,416.1666666666667,0.8277661284729658
300.0,414.26229508196724,0.8256042135086884
400.0,414.03225806451616,0.8232552803166984
540.0,416.031746031746,0.819856688035335
580.0,418.59375,0.8154695519346508
410.0,418.46153846153845,0.8131025812079055
750.0,423.4848484848485,0.8107268388596106
320.0,421.94029850746267,0.8084685909343021
250.0,419.4117647058824,0.8067201321697486
340.0,418.2608695652174,0.8049598513242674
230.0,415.57142857142856,0.8031721815811736
400.0,415.3521126760563,0.7999053542878155
290.0,413.6111111111111,0.7970716592519496
370.0,413.013698630137,0.7945890043087843
410.0,412.97297297297297,0.7923305034322223
450.0,413.46666666666664,0.7903404589945693
580.0,415.6578947368421,0.7875415168888661
1110.0,424.6753246753247,0.7834995777891446
370.0,423.97435897435895,0.7817150774567744
350.0,423.0379746835443,0.7792359295110325
550.0,424.625,0.7740152337110106
300.0,423.08641975308643,0.7725388112196305
780.0,427.4390243902439,0.7691000642059482
850.0,432.5301204819277,0.7654533610852388
530.0,433.6904761904762,0.7625517547870729
750.0,437.4117647058824,0.7597797980144185
800.0,441.6279069767442,0.7576080394576521
270.0,439.6551724137931,0.7554426564943278
480.0,440.1136363636364,0.7529610565817945
1260.0,449.3258426966292,0.7496555486816346
530.0,450.22222222222223,0.7466991526988352
320.0,448.7912087912088,0.7449136698275467
440.0,448.69565217391306,0.7422797806558312
770.0,452.1505376344086,0.737700658295262
380.0,451.3829787234043,0.7352932308264448
330.0,450.10526315789474,0.7330507326463036
410.0,449.6875,0.7309574421371687
380.0,448.96907216494844,0.7285726338531323
250.0,446.9387755102041,0.7268175509235476
250.0,444.949494949495,0.7253912205493598
460.0,445.1,0.7225893429266135
750.0,448.1188118811881,0.719812590726639
410.0,447.7450980392157,0.7175488671451916
