Rewards,Mean Reward,Epsilon
0.0,0.0,0.9998236158750475
5.0,2.5,0.9994905324730371
15.0,6.666666666666667,0.9987464024735748
10.0,7.5,0.9977877008396794
18.0,9.6,0.9956584453835521
8.0,9.333333333333334,0.9949172266638514
28.0,12.0,0.9930082602977527
1.0,10.625,0.9925996826357428
9.0,10.444444444444445,0.9918802251027109
7.0,10.1,0.9912001470002447
3.0,9.454545454545455,0.9908311610561541
5.0,9.083333333333334,0.9901712202719323
13.0,9.384615384615385,0.9892015339756157
0.0,8.714285714285714,0.989007713051559
14.0,9.066666666666666,0.9879230319477447
0.0,8.5,0.9878843158007949
7.0,8.411764705882353,0.9871876899088337
1.0,8.0,0.986878239362791
7.0,7.947368421052632,0.9864529065175592
10.0,8.05,0.9858925263577347
21.0,8.666666666666666,0.9839819512490888
0.0,8.272727272727273,0.9835964355768638
18.0,8.695652173913043,0.9821328815776094
7.0,8.625,0.9814403952278747
4.0,8.44,0.980517855338454
10.0,8.5,0.9796921650805639
13.0,8.666666666666666,0.9788096543058925
9.0,8.678571428571429,0.9778130106099672
16.0,8.931034482758621,0.9770470666199255
7.0,8.866666666666667,0.9762626096965915
0.0,8.580645161290322,0.975555237125547
14.0,8.75,0.9743138224116804
9.0,8.757575757575758,0.9735506766527557
6.0,8.676470588235293,0.9729405994652219
16.0,8.885714285714286,0.9720833387508898
0.0,8.63888888888889,0.971950056413446
0.0,8.405405405405405,0.9718167927342233
14.0,8.552631578947368,0.9709034870700591
0.0,8.333333333333334,0.970865451691289
19.0,8.6,0.9680550513986824
17.0,8.804878048780488,0.9672021856995566
15.0,8.952380952380953,0.965971622897273
28.0,9.395348837209303,0.963704013222382
2.0,9.227272727272727,0.9634964211754354
13.0,9.311111111111112,0.9626099512456713
14.0,9.41304347826087,0.9618750021511085
7.0,9.361702127659575,0.9609524167896651
6.0,9.291666666666666,0.960218760067887
16.0,9.428571428571429,0.9595044652766376
31.0,9.86,0.9572336133097993
3.0,9.72549019607843,0.9569899642460895
18.0,9.884615384615385,0.9558849681641838
8.0,9.849056603773585,0.9550804530826327
3.0,9.722222222222221,0.9547064956978627
12.0,9.763636363636364,0.9536602104517906
11.0,9.785714285714286,0.9529508982646199
1.0,9.631578947368421,0.9525964442738029
14.0,9.706896551724139,0.9519252165049195
9.0,9.694915254237289,0.9512172224122091
6.0,9.633333333333333,0.9500632286803967
33.0,10.01639344262295,0.9482606550784978
9.0,10.0,0.9471844970109591
18.0,10.126984126984127,0.9460355007595661
18.0,10.25,0.9452764628969983
5.0,10.169230769230769,0.9450174217548395
7.0,10.121212121212121,0.9444810672080761
15.0,10.194029850746269,0.9434092909205432
2.0,10.073529411764707,0.942818498048239
26.0,10.304347826086957,0.9410483863829633
13.0,10.342857142857143,0.9400909939914616
20.0,10.47887323943662,0.9386383980739182
0.0,10.333333333333334,0.9383077477712372
28.0,10.575342465753424,0.9369863362590752
1.0,10.445945945945946,0.9366929475761652
7.0,10.4,0.9355569527835009
24.0,10.578947368421053,0.9337093944010759
10.0,10.571428571428571,0.9329969789515878
0.0,10.435897435897436,0.9328691683214875
5.0,10.367088607594937,0.9323763520429645
12.0,10.3875,0.9318838018133924
7.0,10.345679012345679,0.9311728097709218
12.0,10.365853658536585,0.9304441630206662
0.0,10.240963855421686,0.9296797110385112
11.0,10.25,0.9286614401003167
11.0,10.258823529411766,0.9277350779564233
3.0,10.174418604651162,0.9267915242083433
6.0,10.126436781609195,0.9259395406705846
15.0,10.181818181818182,0.9250340539487322
