Rewards,Mean Reward,Epsilon
1.0,1.0,0.9989617503695188
4.0,2.5,0.9968690122521723
3.0,2.6666666666666665,0.9952292500974707
0.0,2.0,0.9942350234041842
0.0,1.6,0.9933780736967617
1.0,1.5,0.9921718329092256
0.0,1.2857142857142858,0.991277846119928
2.0,1.375,0.9898414181265816
1.0,1.3333333333333333,0.9886976801912857
3.0,1.5,0.9868395650067087
1.0,1.4545454545454546,0.9857186813495105
3.0,1.5833333333333333,0.9837313485215303
3.0,1.6923076923076923,0.9822098552870429
1.0,1.6428571428571428,0.9809982343508684
2.0,1.6666666666666667,0.9795770089302613
3.0,1.75,0.9778321670617433
2.0,1.7647058823529411,0.9763773680951212
1.0,1.7222222222222223,0.9752877191134214
0.0,1.631578947368421,0.9742756506222248
0.0,1.55,0.9734743956499042
0.0,1.4761904761904763,0.9722737744615763
6.0,1.6818181818181819,0.9700480589320996
1.0,1.6521739130434783,0.9686430277843944
0.0,1.5833333333333333,0.9676000941724806
2.0,1.6,0.9663311604217772
2.0,1.6153846153846154,0.9650072237690865
0.0,1.5555555555555556,0.9640438078265009
4.0,1.6428571428571428,0.9621199214898021
2.0,1.6551724137931034,0.9606889869948563
0.0,1.6,0.9598427477713326
0.0,1.5483870967741935,0.9590160499536833
1.0,1.53125,0.9577398561342475
0.0,1.4848484848484849,0.9568025849917904
3.0,1.5294117647058822,0.9551178570488303
2.0,1.542857142857143,0.9538096080369509
0.0,1.5,0.9527829822158299
3.0,1.5405405405405406,0.9509006623748448
1.0,1.5263157894736843,0.9498028474314423
1.0,1.5128205128205128,0.9485206044531339
3.0,1.55,0.946832233836337
2.0,1.5609756097560976,0.9454430276506979
0.0,1.5238095238095237,0.9443331620700492
1.0,1.5116279069767442,0.9431692357134331
1.0,1.5,0.9420805384729882
2.0,1.511111111111111,0.9408089449312413
2.0,1.5217391304347827,0.9394471556653717
0.0,1.4893617021276595,0.9385097977004241
1.0,1.4791666666666667,0.937188095445749
2.0,1.489795918367347,0.9357583974712165
4.0,1.54,0.9338555996002842
1.0,1.5294117647058822,0.9327048666587828
0.0,1.5,0.9319567554356434
6.0,1.5849056603773586,0.9295341739280244
0.0,1.5555555555555556,0.9285524072696053
0.0,1.5272727272727273,0.9276987692794835
0.0,1.5,0.9267371183490829
0.0,1.4736842105263157,0.925885185928803
3.0,1.5,0.9242741445500454
4.0,1.5423728813559323,0.9224313056299582
3.0,1.5666666666666667,0.9204841576866274
2.0,1.5737704918032787,0.9191344439884424
1.0,1.564516129032258,0.918181866433112
1.0,1.5555555555555556,0.9169073533012613
2.0,1.5625,0.9154197221702296
1.0,1.5538461538461539,0.9142743181408164
3.0,1.5757575757575757,0.9126839257236935
0.0,1.5522388059701493,0.9117738523357866
0.0,1.5294117647058822,0.9109537976746229
